Fecha,PIB_growth,PIBpc_growth,Inflacion,Desempleo,Rating,VIX,Oro,Plata,Gas,OIS,y_regression,y_classification
2015-07-01,2.1404056003337057,1.405988967145455,0.3680468423253604,5.552,8.5,12.12,1128.31,15.053,6.69403713465,0.454858064516129,0.5,Estable
2015-08-01,2.1404056003337057,1.405988967145455,0.3680468423253604,5.552,8.5,28.43,1117.93,14.941,6.34573758328,0.4582838709677419,0.5,Estable
2015-09-01,2.1404056003337057,1.405988967145455,0.3680468423253604,5.552,8.5,24.5,1124.77,14.75,6.27869866034,0.4554966666666666,0.5,Estable
2015-10-01,2.1404056003337057,1.405988967145455,0.3680468423253604,5.552,8.5,15.07,1159.25,15.813,6.0269578206,0.461841935483871,0.5,Estable
2015-11-01,2.1404056003337057,1.405988967145455,0.3680468423253604,5.552,8.5,16.13,1086.44,14.452,5.50083385123,0.4635999999999999,0.5,Estable
2015-12-01,2.1404056003337057,1.405988967145455,0.3680468423253604,5.552,8.5,18.21,1075.74,14.127,5.09276298262,0.4591387096774194,0.5,Estable
2016-01-01,2.2065202063535683,1.3979908727901114,1.008417368114095,4.909,8.5,20.2,1097.91,14.106,4.39818627541,0.4540064516129032,0.5,Estable
2016-02-01,2.2065202063535683,1.3979908727901114,1.008417368114095,4.909,8.5,20.55,1199.5,15.167,3.96837858928,0.4661758620689655,0.5,Estable
2016-03-01,2.2065202063535683,1.3979908727901114,1.008417368114095,4.909,8.5,13.95,1245.14,15.465,3.9101802431,0.4660548387096774,0.5,Estable
2016-04-01,2.2065202063535683,1.3979908727901114,1.008417368114095,4.909,8.5,15.7,1242.26,16.36,3.97007508979,0.4666499999999999,0.5,Estable
2016-05-01,2.2065202063535683,1.3979908727901114,1.008417368114095,4.909,8.5,14.19,1260.95,16.947,4.32919186506,0.4630451612903226,0.5,Estable
2016-06-01,2.2065202063535683,1.3979908727901114,1.008417368114095,4.909,8.5,15.63,1276.4,17.286,4.75572046689,0.4601699999999999,0.5,Estable
2016-07-01,2.2065202063535683,1.3979908727901114,1.008417368114095,4.909,8.5,11.87,1336.66,19.992,4.67473769135,0.4589387096774193,0.2741935483870967,Baja
2016-08-01,2.2065202063535683,1.3979908727901114,1.008417368114095,4.909,8.5,13.42,1340.17,19.587,4.0474899302,0.237958064516129,0.25,Estable
2016-09-01,2.2065202063535683,1.3979908727901114,1.008417368114095,4.909,8.5,13.29,1326.61,19.357,4.25361416995,0.2137066666666666,0.25,Estable
2016-10-01,2.2065202063535683,1.3979908727901114,1.008417368114095,4.909,8.5,17.06,1266.55,17.655,5.33681888345,0.2086064516129032,0.25,Estable
2016-11-01,2.2065202063535683,1.3979908727901114,1.008417368114095,4.909,8.5,13.33,1238.35,17.407,5.69317950115,0.21108,0.25,Estable
2016-12-01,2.2065202063535683,1.3979908727901114,1.008417368114095,4.909,8.5,14.04,1157.36,16.432,5.4235014224,0.2113774193548387,0.25,Estable
2017-01-01,3.023222198403386,2.4625494765584177,2.557755775577473,4.501,8.5,11.99,1192.1,16.902,6.1443492548,0.2121612903225806,0.25,Estable
2017-02-01,3.023222198403386,2.4625494765584177,2.557755775577473,4.501,8.5,12.92,1234.2,17.933,6.0515836448,0.2108464285714286,0.25,Estable
2017-03-01,3.023222198403386,2.4625494765584177,2.557755775577473,4.501,8.5,12.37,1231.42,17.631,5.00094507654,0.2100322580645161,0.25,Estable
2017-04-01,3.023222198403386,2.4625494765584177,2.557755775577473,4.501,8.5,10.82,1266.88,18.033,5.0109139183,0.20895,0.25,Estable
2017-05-01,3.023222198403386,2.4625494765584177,2.557755775577473,4.501,8.5,10.41,1246.04,16.745,5.05843597847,0.2128322580645161,0.25,Estable
2017-06-01,3.023222198403386,2.4625494765584177,2.557755775577473,4.501,8.5,11.18,1260.26,16.931,4.88676678563,0.2123666666666666,0.25,Estable
2017-07-01,3.023222198403386,2.4625494765584177,2.557755775577473,4.501,8.5,10.26,1236.84,16.152,5.00392083226,0.2115322580645161,0.25,Estable
2017-08-01,3.023222198403386,2.4625494765584177,2.557755775577473,4.501,8.5,10.59,1283.04,16.952,5.47660118187,0.2133032258064516,0.25,Estable
2017-09-01,3.023222198403386,2.4625494765584177,2.557755775577473,4.501,8.5,9.51,1314.07,17.432,5.96114997199,0.21227,0.25,Estable
2017-10-01,3.023222198403386,2.4625494765584177,2.557755775577473,4.501,8.5,10.18,1279.51,16.941,6.17632034854,0.2105451612903225,0.4916666666666666,Sube
2017-11-01,3.023222198403386,2.4625494765584177,2.557755775577473,4.501,8.5,11.28,1281.9,16.977,6.69459903982,0.4529533333333333,0.5,Estable
2017-12-01,3.023222198403386,2.4625494765584177,2.557755775577473,4.501,8.5,11.04,1264.45,16.165,7.13893361413,0.4595225806451612,0.5,Estable
2018-01-01,1.5513309507878548,1.0565116007130948,2.292839903459376,4.145,8.5,13.54,1331.3,17.127,6.66225501314,0.4617870967741935,0.5,Estable
2018-02-01,1.5513309507878548,1.0565116007130948,2.292839903459376,4.145,8.5,19.85,1330.73,16.582,6.7187497665,0.4636571428571429,0.5,Estable
2018-03-01,1.5513309507878548,1.0565116007130948,2.292839903459376,4.145,8.5,19.97,1324.66,16.473,6.69738764036,0.4627774193548387,0.5,Estable
2018-04-01,1.5513309507878548,1.0565116007130948,2.292839903459376,4.145,8.5,15.93,1334.76,16.648,6.92785820242,0.4615333333333333,0.5,Estable
2018-05-01,1.5513309507878548,1.0565116007130948,2.292839903459376,4.145,8.5,15.43,1303.45,16.49,7.48735405732,0.4532967741935483,0.5,Estable
2018-06-01,1.5513309507878548,1.0565116007130948,2.292839903459376,4.145,8.5,16.09,1281.57,16.541,7.44894284404,0.4506199999999999,0.5,Estable
2018-07-01,1.5513309507878548,1.0565116007130948,2.292839903459376,4.145,8.5,12.83,1237.71,15.723,7.59883923025,0.4543999999999999,0.7419354838709677,Sube
2018-08-01,1.5513309507878548,1.0565116007130948,2.292839903459376,4.145,8.5,12.86,1201.71,14.987,8.08490993844,0.6945838709677419,0.75,Estable
2018-09-01,1.5513309507878548,1.0565116007130948,2.292839903459376,4.145,8.5,12.12,1198.39,14.272,9.52157703121,0.7011566666666667,0.75,Estable
2018-10-01,1.5513309507878548,1.0565116007130948,2.292839903459376,4.145,8.5,21.23,1215.39,14.597,8.79096072974,0.7010741935483871,0.75,Estable
2018-11-01,1.5513309507878548,1.0565116007130948,2.292839903459376,4.145,8.5,18.07,1220.65,14.353,8.26507901291,0.7017233333333334,0.75,Estable
2018-12-01,1.5513309507878548,1.0565116007130948,2.292839903459376,4.145,8.5,25.42,1250.4,14.772,7.97624238009,0.7029354838709677,0.75,Estable
2019-01-01,1.2562989976082406,0.736576132017408,1.738104600865128,3.657,8.5,16.57,1291.75,15.624,7.26234323345,0.7051548387096774,0.75,Estable
2019-02-01,1.2562989976082406,0.736576132017408,1.738104600865128,3.657,8.5,14.78,1320.07,15.815,6.0057971222,0.7059964285714286,0.75,Estable
2019-03-01,1.2562989976082406,0.736576132017408,1.738104600865128,3.657,8.5,13.71,1300.9,15.296,5.17873567413,0.7051354838709678,0.75,Estable
2019-04-01,1.2562989976082406,0.736576132017408,1.738104600865128,3.657,8.5,13.12,1285.91,15.055,4.92218081968,0.7082933333333333,0.75,Estable
2019-05-01,1.2562989976082406,0.736576132017408,1.738104600865128,3.657,8.5,18.71,1283.7,14.662,4.34105529405,0.7093645161290323,0.75,Estable
2019-06-01,1.2562989976082406,0.736576132017408,1.738104600865128,3.657,8.5,15.08,1359.04,15.036,3.58800651227,0.7083566666666667,0.75,Estable
2019-07-01,1.2562989976082406,0.736576132017408,1.738104600865128,3.657,8.5,16.12,1412.89,15.791,3.62037140561,0.7090516129032258,0.75,Estable
2019-08-01,1.2562989976082406,0.736576132017408,1.738104600865128,3.657,8.5,18.98,1500.41,17.224,3.67677516041,0.7101612903225807,0.75,Estable
2019-09-01,1.2562989976082406,0.736576132017408,1.738104600865128,3.657,8.5,16.24,1510.58,18.16,4.20525568494,0.7097566666666667,0.75,Estable
2019-10-01,1.2562989976082406,0.736576132017408,1.738104600865128,3.657,8.5,13.22,1494.81,17.645,5.05721785787,0.7107709677419355,0.75,Estable
2019-11-01,1.2562989976082406,0.736576132017408,1.738104600865128,3.657,8.5,12.62,1470.79,17.165,5.15000421731,0.7104966666666667,0.75,Estable
2019-12-01,1.2562989976082406,0.736576132017408,1.738104600865128,3.657,8.5,13.78,1479.13,17.138,4.62047221239,0.7101419354838711,0.75,Estable
