Fecha,tipo_oficial,OIS,Oro,Plata,Gas,VIX,PIB,PIBpc,Inflacion,Desempleo,Rating
2001-11-01,2.3833333333333333,2.3833333333333333,276.16,4.1226,3.46,23.84,2090504819639.2324,33768.2686679661,2.4405768805804744,8.169108433734937,8.09
2001-12-01,2.25,2.25,275.85,4.3695,3.4,23.8,2090504819639.2324,33768.2686679661,2.4405768805804744,8.169108433734937,8.09
2002-01-01,2.25,2.25,281.51,4.5149,3.06,21.09,2098168871799.3115,33778.49561538343,2.106111097176902,8.519867469879518,8.09
2002-02-01,2.25,2.25,295.5,4.4232,3.03,21.59,2098168871799.3115,33778.49561538343,2.106111097176902,8.519867469879518,8.09
2002-03-01,2.25,2.25,294.06,4.5393,2.97,17.4,2098168871799.3115,33778.49561538343,2.106111097176902,8.519867469879518,8.09
2002-04-01,2.25,2.25,302.68,4.5757,2.81,21.91,2098168871799.3115,33778.49561538343,2.106111097176902,8.519867469879518,8.09
2002-05-01,2.25,2.25,314.49,4.6992,2.83,19.98,2098168871799.3115,33778.49561538343,2.106111097176902,8.519867469879518,8.09
2002-06-01,2.25,2.25,321.18,4.9044,2.9,25.4,2098168871799.3115,33778.49561538343,2.106111097176902,8.519867469879518,8.09
2002-07-01,2.25,2.25,313.29,4.9186,2.95,32.03,2098168871799.3115,33778.49561538343,2.106111097176902,8.519867469879518,8.09
2002-08-01,2.25,2.25,310.26,4.5403,3.01,32.64,2098168871799.3115,33778.49561538343,2.106111097176902,8.519867469879518,8.09
2002-09-01,2.25,2.25,319.14,4.5536,3.08,39.69,2098168871799.3115,33778.49561538343,2.106111097176902,8.519867469879518,8.09
2002-10-01,2.25,2.25,316.56,4.4013,3.28,31.14,2098168871799.3115,33778.49561538343,2.106111097176902,8.519867469879518,8.09
2002-11-01,2.25,2.25,319.07,4.5108,3.34,27.5,2098168871799.3115,33778.49561538343,2.106111097176902,8.519867469879518,8.09
2002-12-01,1.8306451612903227,1.8306451612903227,331.92,4.6313,3.36,28.62,2098168871799.3115,33778.49561538343,2.106111097176902,8.519867469879518,8.09
