Fecha,PIB_growth,PIBpc_growth,Inflacion,Desempleo,Rating,VIX,Oro,Plata,Gas,OIS,y_regression,y_classification
2011-02-01,1.564406857635059,0.7627964054292002,3.156841568622,8.949,9.5,18.35,1374.68,30.7785,4.0749,0.1567857142857142,0.1387096774193548,Estable
2011-03-01,1.564406857635059,0.7627964054292002,3.156841568622,8.949,9.5,17.74,1423.26,35.8135,3.9713,0.1387096774193548,0.098,Estable
2011-04-01,1.564406857635059,0.7627964054292002,3.156841568622,8.949,9.5,14.75,1480.89,42.6952,4.2424,0.098,0.0938709677419354,Estable
2011-05-01,1.564406857635059,0.7627964054292002,3.156841568622,8.949,9.5,15.45,1512.58,37.3359,4.30895454545,0.0938709677419354,0.092,Estable
2011-06-01,1.564406857635059,0.7627964054292002,3.156841568622,8.949,9.5,16.52,1529.36,35.795,4.549,0.092,0.0709677419354838,Estable
2011-07-01,1.564406857635059,0.7627964054292002,3.156841568622,8.949,9.5,25.25,1572.75,37.9171,4.4131,0.0709677419354838,0.0958064516129032,Estable
2011-08-01,1.564406857635059,0.7627964054292002,3.156841568622,8.949,9.5,31.62,1759.01,40.3313,4.0539,0.0958064516129032,0.084,Estable
2011-09-01,1.564406857635059,0.7627964054292002,3.156841568622,8.949,9.5,42.96,1772.14,38.1545,3.9013,0.084,0.0706451612903226,Estable
2011-10-01,1.564406857635059,0.7627964054292002,3.156841568622,8.949,9.5,29.96,1666.43,31.9748,3.568,0.0706451612903226,0.081,Estable
2011-11-01,1.564406857635059,0.7627964054292002,3.156841568622,8.949,9.5,27.8,1739.0,33.0818,3.24245,0.081,0.0716129032258064,Estable
2011-12-01,1.564406857635059,0.7627964054292002,3.156841568622,8.949,9.5,23.4,1639.97,30.3032,3.16423809524,0.0716129032258064,0.0819354838709677,Estable
2012-01-01,2.2891133866984603,1.4757059689731067,2.069337265260666,8.069,9.5,19.44,1654.05,30.6509,2.6797,0.0819354838709677,0.1037931034482758,Estable
2012-02-01,2.2891133866984603,1.4757059689731067,2.069337265260666,8.069,9.5,18.43,1744.82,34.1405,2.5192,0.1037931034482758,0.1267741935483871,Estable
2012-03-01,2.2891133866984603,1.4757059689731067,2.069337265260666,8.069,9.5,15.5,1675.95,32.9532,2.1661,0.1267741935483871,0.1393333333333333,Estable
2012-04-01,2.2891133866984603,1.4757059689731067,2.069337265260666,8.069,9.5,17.15,1649.2,31.5255,1.9467,0.1393333333333333,0.1558064516129032,Estable
2012-05-01,2.2891133866984603,1.4757059689731067,2.069337265260666,8.069,9.5,24.06,1589.04,28.7196,2.4374,0.1558064516129032,0.1616666666666666,Estable
2012-06-01,2.2891133866984603,1.4757059689731067,2.069337265260666,8.069,9.5,17.08,1598.76,27.9836,2.4552,0.1616666666666666,0.1564516129032258,Estable
2012-07-01,2.2891133866984603,1.4757059689731067,2.069337265260666,8.069,9.5,18.93,1594.29,27.4318,2.9455,0.1564516129032258,0.132258064516129,Estable
2012-08-01,2.2891133866984603,1.4757059689731067,2.069337265260666,8.069,9.5,17.47,1630.31,28.8002,2.8383,0.132258064516129,0.1443333333333333,Estable
2012-09-01,2.2891133866984603,1.4757059689731067,2.069337265260666,8.069,9.5,15.73,1744.81,33.6085,2.8415,0.1443333333333333,0.1583870967741935,Estable
2012-10-01,2.2891133866984603,1.4757059689731067,2.069337265260666,8.069,9.5,18.6,1746.58,33.1874,3.3174,0.1583870967741935,0.1606666666666666,Estable
2012-11-01,2.2891133866984603,1.4757059689731067,2.069337265260666,8.069,9.5,15.87,1721.64,32.7732,3.538,0.1606666666666666,0.164516129032258,Estable
2012-12-01,2.2891133866984603,1.4757059689731067,2.069337265260666,8.069,9.5,18.02,1684.762,31.8745,3.3395,0.164516129032258,0.1425806451612903,Estable
2013-01-01,2.1178300979005416,1.3481625273179532,1.464832655627167,7.375,9.5,14.28,1671.84782608696,31.06173913043,3.328,0.1425806451612903,0.145,Estable
2013-02-01,2.1178300979005416,1.3481625273179532,1.464832655627167,7.375,9.5,15.51,1627.57,30.3288,3.3292,0.145,0.1435483870967742,Estable
2013-03-01,2.1178300979005416,1.3481625273179532,1.464832655627167,7.375,9.5,12.7,1593.08619047619,28.79095238095,3.8069,0.1435483870967742,0.145,Estable
2013-04-01,2.1178300979005416,1.3481625273179532,1.464832655627167,7.375,9.5,13.52,1487.85727272727,25.355,4.1669,0.145,0.1090322580645161,Estable
2013-05-01,2.1178300979005416,1.3481625273179532,1.464832655627167,7.375,9.5,16.3,1414.02695652174,23.03826086957,4.0403,0.1090322580645161,0.0936666666666666,Estable
2013-06-01,2.1178300979005416,1.3481625273179532,1.464832655627167,7.375,9.5,16.86,1343.35,21.109,3.8254,0.0936666666666666,0.0925806451612903,Estable
2013-07-01,2.1178300979005416,1.3481625273179532,1.464832655627167,7.375,9.5,13.45,1285.51565217391,19.7102173913,3.6227,0.0925806451612903,0.0829032258064516,Estable
